advantages,company,data,degree,describe,experiences,high_salary,low_salary,num,place,position,task,type 
"节日福利,五险一金,绩效奖金,餐补,通讯补贴,带薪年假,定期体检,员工旅游",京信通信系统(中国)有限公司 ,2018-04-23 08:50:38,本科,"岗位职责：,1. 微波、卫星产品自动测试软件以及自动校准软件的需求分析、方案设计、可行性确认和软件编码设计、调试；,2. 协助其他部门进行系统实施、维护、处理客户问题；,3. 整理技术资料、编写技术文档。,任职要求：,1. 计算机、软件、电子、通信、自动控制相关专业本科及以上学历，1年以上自动化相关上位机软件研发经验；,2. 专业知识：计算机通信、通信原理、数字信号处理、网络体系协议、编程语言、操作系统、数据结构与算法；,3. 至少熟悉C/C++、Matlab、TCL、python脚本语言中的一种，掌握lua语言优先；,4. 熟悉Qt编程开发环境（可选）；,5. 理解计算机、通信相关基础知识，熟悉常用数据总线与接口协议（RS232，TCP/IP，HTTP）；,6 熟练操作示波器、仿真仪器、逻辑分析仪、信号发生器、频谱仪、功率计、以太网分析仪等相关仪器仪表；,7. 能阅读专业外语文献及数据手册；,8. 有合作精神和良好沟通能力，为人正直诚恳、勤奋吃苦、有责任心、具有较强的学习能力。,,

,
,　　京信通信成立于1997年，致力于为客户提供无线接入、无线优化及无线传输的通信设备及整体解决方案。集团于2003年在香港联交所主板上市（2342.HK），现有员工近万人。,　　公司拥有无线接入、无线优化、天线及子系统、无线传输四大产品线，在各产品领域均掌握了核心关键技术，拥有众多自主的知识产权。在广州经济技术开发区，公司建有全球生产基地，拥有面积超过8万平方米的通信设备制造厂房。,　　京信通信注重自主研发和技术创新，在广州科学城设有总部研发基地，在中国南京、美国弗吉尼亚及加利福尼亚分别设有研究所，拥有国内外专利1700余项。集团在承接国内或国际重大赛事通信服务方面经验丰富，为2014年巴西世界杯12场馆中8个提供一站式无线解决方案，为全球球迷提供最大容量及最优质的无线通信服务。,　　京信通信建立起覆盖全球的市场服务网络，全球业务蓬勃发展。先后在亚太、欧洲、北美、南美设立20余个海外分支机构，于全球80多个国家和地区开展产品销售和技术服务；在中国内地设有30余个分支机构。,　　展望未来，京信通信将继续专注于无线通信领域创新发展，力争成为世界无线接入、无线优化及传输领域的佼佼者，为客户贡献理想价值。, ,
",1-3年,10000,6000,1,南京,上位机软件工程师,软件工程师,全职
"五险一金,带薪年假,节日福利",南京正溯网络科技有限公司,2018-05-02 10:08:06,大专,"岗位职责：,1、计算机相关专业专科以上学历，3-5年以上java开发工作经验经验优先；,2、基础功扎实，对前沿技术有较浓兴趣和洞察力；3、熟练掌握spring，struts，js，jsp，mysql，tomcat等技术及框架4、掌握主流的大数据处理技术，包括hadoop、Hive、Spark、Hbase等；5、熟悉linux/unix平台开发，至少熟悉一门脚本语言，shell/python/perl；6、有良好的团队合作能力，善于沟通，热爱开发事业,注：,1.参与服务器端核心框架的设计和实现；,2.负责服务器端独立逻辑功能的设计和实现，以及编写相关文档；,3.线上产品服务器端的维护和优化。,,任职要求：,1.熟悉常用数据库（mysql，mssql）的设计与开发，精通数据结构与算法，socket编程，多线程编程等；,2.有手游或者端游服务端优先；,3.扎实的数据结构知识和算法分析力，有团队协作精神；,4.负责游戏运营平台数据统计与分析的研发；,5.能适应加班，并且项目需要出差；,6.能者薪资可以面议,,

,
南京正溯网络科技成立于二零一四年四月，坐落在南京软件谷 南京紫金（雨花）科技创业特别社区。公司以人为本，以技术为核心为职员和客户提供服务。公司业务范围涉及网站建设、电商方案、虚拟现实、应用开发、系统集成、App定制、微信服务、人力资源服务以及其他技术类支持。
,
",3-5年,20000,10000,5,南京,JAVA软件工程师,Java开发工程师,全职
"五险一金,带薪年假,节日福利",南京正溯网络科技有限公司,2018-04-09 11:46:50,大专,"岗位职责：,1、根据项目需求，制定测试方案，编写测试计划，编写测试用例；,2、执行测试用例并跟踪测试结果；,3、编写维护软件说明急测试报告等相关文档；,4、日常差错问题查询、处理及跟踪提交详细报告；,5、具备良好的沟通能力，跨团队协作能力，并能承受一定工作压力。,,任职要求：,1、至少1年以上WEB测试相关经验,2、具有扎实的计算机技术基础，具有良好的逻辑思维及学习能力；,3、熟悉数据库（mysql等)，熟练使用常用sql语句；,4、熟悉测试过程体系，掌握各种各样的测试方法或测试策略、能独立完成测试用例编写；5、能熟练使用python或java；6、熟悉html/css、javascript；,7、熟悉HTTP协议，熟练使用Fiddler/HTTPWatcher等抓包工具8、熟悉使用Jmter或 LoadRunner性能测试工具并精通结果分析；,,

,
南京正溯网络科技成立于二零一四年四月，坐落在南京软件谷 南京紫金（雨花）科技创业特别社区。公司以人为本，以技术为核心为职员和客户提供服务。公司业务范围涉及网站建设、电商方案、虚拟现实、应用开发、系统集成、App定制、微信服务、人力资源服务以及其他技术类支持。
,
",1-3年,11000,5500,4,南京,测试软件工程师,软件工程师,全职
"创业公司,餐补,无试用期,股票期权",南京烛龙网络科技有限公司,2018-04-26 13:43:09,本科,"岗位职责：,1.完成app后台的开发,2.解决开发过程中出现的问题及调试工作,3.参与产品的需求及分析设计，根据需求调整和优化产品,3.按时填写开发进度，以及开发文档,4.按时维护及优化项目,5.完成公司安排的其他相关工作,,任职要求：,1.参与过app后台开发的经验,2.能独立完成后端api接口的开发,3.有数据库方面的使用经验,4.有大数据方面的处理经验者优先,5.熟悉java，python,ruby等一种或多种开发语言,6.有克服困难的信心和能独立解决项目难题的能力,7.对技术有一定追求,,

,
,自主项目初创团队，诚招有梦想的实干主义者,
",不限,10000,6000,1,南京,后端开发,手机软件开发工程师,全职
"创业公司,每年多次调薪,五险一金,周末双休,年底双薪,绩效奖金,加班补助,员工旅游",南京众越信息科技有限公司,2018-04-20 10:06:10,本科,"职责描述：,1、承担二三维数据的处理和对接工作；,2、需要撰写相应的文本和技术规范；,任职要求：,1、良好的沟通表达能力、团队协作能力、工作责任心与积极性；,2、熟练掌握ArcGIS、CAD、3dmax和CityEngine等软件，能独立完成数据处理工作;,3、对无人机倾斜摄影和正摄影像有一定的了解。,4、了解python，能够编写数据处理的脚本语言。,5、善于总结和学习，逻辑性强，良好的文档编写能力；,7、有3D建模经验，CityEngine精通者优先,8、测绘、GIS相关专业，本科及以上学历。,,

,
,南京众越信息科技有限公司成立于美丽的六朝古都——南京。为企业和IT技术人员建立全渠道人力资源信息沟通机制，并提供网络信息平台全方位支撑服务。全面关注人力资人力资源信息平台具备完善的信息处理能力，确保各渠道信息在平台上真实可靠，及时准确，大数据处理和分析能力。致力于为传统知名品牌及企业提供全网全渠道的一站式电商全托管服务、大数据挖掘开发与分析、互联网设计、手游手机APP的创意开发，IT 服务及业务流程外包（BPO）服务等,是高科技、通信、银行/企业金融/保险、能源/交通/公用事业等行业重要的IT综合服务提供商和战略合作伙伴，旗下拥有实训基地，是国内极具影响类力的综合性互联网公司之一。我们视每一个团队成员为事业合伙人，与小伙伴们共同成长！,
",不限,6000,4001,2,南京,gis工程师,WEB前端开发,全职
"创业公司,每年多次调薪,周末双休,五险一金,年底双薪,绩效奖金,年终分红,节日福利",南京火眼猴信息科技有限公司,2018-04-13 15:12:49,本科,"岗位职责：,1. 制定测试计划，测试方案，完成测试用例的编写及评审,2. 负责产品前、后台自动化测试脚本的开发工作；,3. 组织、执行产品的测试工作，帮助研发人员进行软件定位，协助解决问题。,4. 负责与测试相关的工具及测试技术的研究工作。,5、建立、跟踪、维护测试工作的相关文档。,,任职资格：,1. 全日制本科及以上学历，从事软件开发或测试，本科工作两年以上；,2. 对Python、JavaScript、Shell、Tcl、正则表达式等非常熟练；,3.  熟悉Linux、Andriod、IOS系统，有图像视觉、app或嵌入式产品测试经验优先,4. 对常用的自动化测试工具的应用及二次开发比较熟练；,5、掌握良好的测试理念、测试方法,6. 具有良好的交流、沟通和协调能力，以及具有良好的团队意识和合作精神。, ,可发邮件至3260128636@qq.com，联系人：王女士 13382774995,,南京火眼猴公司拥有中国领先的图像处理技术，是人工智能领域的先行者，是国内本领域唯一一家掌握面阵CCD复杂环境使用技术的企业。在北京、西安、青岛、南昌、杭州等地均设有科研机构和项目团队，并与西南交大、中南大学等轨道交通领域前三甲的高校有紧密合作，同时与西安电子科技大学等软硬件领域的院校有长期合作，为公司发展提供了强大的人才支撑和源源不断的技术力量储备。,我们拥有一支朝气蓬勃、年轻敏锐的研发型团队，技术力量雄厚，目前拥有专业技术研发人员39名，其中图像技术、轨道交通、硬件开发、软件开发、知识产权领域专家26名，博士生5名，学科带头人3名，硕士20名。,另外，我公司拥有西南交大轨道交通国家实验室材料及工艺研究中心和西安电子科技大学等多位知名外聘专家，长期为公司发展服务，具备业内领先的产学研支撑条件。,公司专注于行业与技术创新，一直致力于图像领域的底层算法开发和行业应用，凭借不断的创新能力，现已拥有多项授权发明专利和实用新型专利及软件著作权，并且数项发明专利正在审核中，数十项发明专利和实用新型正在申请中。,, ,

,
, 南京火眼猴信息科技有限公司是中国领先的图像技术与人工智能领域专家。公司于2015年落户于南京软件谷，同时在北京、西安、青岛、南昌、杭州等地均设有科研机构和项目团队，并与当地科研院所及众多高校紧密合作，为公司发展提供了强大的人才支撑和源源不断的技术力量储备。我们是一支朝气蓬勃、年轻敏锐的研发型团队，技术力量雄厚，目前拥有专业技术研发人员39名，其中图像技术领域专家4名，博士生5名，学科带头人3名，硕士20名；公司专注于行业与技术创新，一直致力于图像领域的底层算法开发和行业应用，凭借不断的创新能力，现已拥有多项自主知识产权的技术专利，我们有足够的信心和热情来探索图像技术在各个行业应用的无限潜力。 位有识之士共创伟业，一经录用，公司将提供有竞争力的薪酬和良好的发展空间，期待您的加入！,•一种隧道病害的识别方法 •一种基于云计算的交互式增强现实系统实现方法 •对无特定标记目标物体跟踪、三维叠加及交互的方法及系统 •隧道缺陷的全方位检测设备 •一种隧道图像无标识拼接的方法 •基于图像特征匹配的增强现实的系统和方法 •隧道缺陷的高速检测系统与检测方法,企业理念： 人才为本，创新为魂，专注精益 ，团队共赢 ,人才理念 _58_  火眼猴视人才为公司最宝贵的财富，长期吸纳优秀和有潜力的人才，为员工持续提供能够施展个人才能的舞台和机会，帮助员工提升能力，开发潜能.       火眼猴坚持贯彻与员工“共赢”的战略思想，为人才的发展搭建广阔的舞台，努力创造良好的工作、学习、生活环境，让员工能感受到来自火眼猴大家庭的关怀和帮助，对公司产生真切的认同感、安全感、归属感，让每位员工都能潜心工作，不断创新，实现个人与企业共同成长。 ,企业宗旨_58_ 火眼猴团队诚心诚意以洞悉危害公共安全的早期微小病害隐患为己任，为社会做出贡献的同时，将促进火眼猴企业的繁荣和全体员工的幸福做为企业的宗旨。企业愿景：为隧道工程建立全寿命周期的成长健康状况“档案馆”。 ,
",1-3年,8000,6001,2,南京,软件测试工程师,嵌入式软件开发,全职
"创业公司,五险一金,交通补助,餐补,弹性工作,加班补助",南京罗普森智能科技有限公司,2018-04-13 09:37:44,本科,"职能方向：,--Windows/Linux环境下智能设备控制应用软件开发编码；,--Linux环境下机器人控制应用软件开发编码；,--配合系统工程师进行系统工程优化。,,专业技能：,--熟悉C/C++编程语言及开发工具，能根据设计文档进行编码实现；,--熟悉Python等脚本式开发语言，能根据设计文档进行编码实现；,--了解Linux操作系统相关架构，能使用Linux系统相关库和编程环境进行编程调试任务；,,职业素养：,--有良好的编程风格和习惯和较强的解决问题的能力；,--学习能力强，对机器人及智能控制等领域有浓厚兴趣；,--积极主动，重视团队合作，做事严谨、细致、负责；,,优先考虑：,--有计算机视觉及机器学习相关编程应用经验,--有机器人系统ROS应用软件从业经验,,

,
,本公司是一家以人工智能及机器视觉为技术创新导向，专业从事人工智能产品及服务研发的高科技企业，核心团队大部分为南大国家重点实验室硕士博士，拥有多个人工智能专利及软件著作权，可以为客户提供成熟优质的产品及解决方案。,,公司在运动控制、视觉感知和语音交互等多个领域都建立了智能化产品线：从小型桌面机器人到大型工业视觉自动化设备、从移动家电机器人到智能服务机器人，我们一步一个脚印向着愿景的方向迈进！,
",不限,6000,4001,2,南京,C/C++软件工程师,软件工程师,全职
"创业公司,五险一金,包吃,加班补助,餐补,弹性工作",南京罗普森智能科技有限公司,2018-04-13 09:37:48,本科,"职能方向：,--智能设备控制系统工程化调试和优化；,--机器人智能控制系统工程化调试和优化。,,专业技能：,--熟悉使用C/C++/Python等编程工具进行系统调试与工程优化；,--了解RS232、USB等常见接口电路与通讯原理，能进行相关接口的简单调试与编程；,--了解计算机组成及结构原理。,,职业素养：,--有较强的解决问题和分析问题的能力；,--热爱技术钻研，对人工智能及机器人控制等领域有浓厚兴趣；,--积极主动，做事严谨、细致、负责，有团队精神。,,优先考虑：,--了解机器人操作系统（ROS），能根据相关教程进行调试整合任务；,--有ARM等嵌入式主板移植调试经验,,

,
,本公司是一家以人工智能及机器视觉为技术创新导向，专业从事人工智能产品及服务研发的高科技企业，核心团队大部分为南大国家重点实验室硕士博士，拥有多个人工智能专利及软件著作权，可以为客户提供成熟优质的产品及解决方案。,,公司在运动控制、视觉感知和语音交互等多个领域都建立了智能化产品线：从小型桌面机器人到大型工业视觉自动化设备、从移动家电机器人到智能服务机器人，我们一步一个脚印向着愿景的方向迈进！,
",不限,6000,4001,2,南京,C/C++系统工程师,系统集成工程师,全职
,南京英莱特数据科技有限公司,2018-04-29 14:52:30,本科,"●工作职责,1. 理解故障预警和智能诊断业务对数据的需求，应用机器学习和人工智能等前沿高端技术，对工业设备海量的数据进行挖掘和分析,2. 负责设计数据模型和算法，调试和实施，实现对设备异常的认知和故障预测，和业务部门紧密配合，寻求数据层面的商业价值,3. 参与团队大数据平台架构设计，研发和实施，技术驱动产品创新。, ,●职位要求,1.数学、统计、计算机，自控等相关专业本科以上学历，具有2年以上工业大数据相关领域工作经验，有带领团队，项目负责经验优先；,2.精通Python和其Web框架（Django或Flask），R等数据分析语言，熟悉Java，C/C++程序设置和Linux 操作系统，会一种或多种数据库的操作，会使用SQL；,3.掌握基本的统计学习和深度学习相关模型与算法原理，熟悉常用数据结构和算法，有分类、聚类、关联挖掘和推荐等数据挖掘知识背景，熟悉至少一种深度学习开放框架：mxnet, caffe, theano, sklearn，tensorflow 等机器学习库，有丰富的对大量、多数据源的采集、集成、清洗等工作的具体经验优先；,3. 具备良好的逻辑思维和学习能力，善于主动思考和行动，乐于解决具有挑战性的问题，能够从海量数据中发现有价值的规律，有很强的分析问题和解决问题的能力；,4.具备良好的协调沟通能力，和良好的团队合作和分享精神。有强烈的责任心和抗压能力，充满激情面对挑战和质疑，充满斗志，不惧困难和挫折；,5.有大型工业设备的监控，故障分析处理或熟悉分布式大数据平台和MySQL等数据库者优先考虑。, 6.福利待遇可以面谈。,,●工作地点,南京/杭州/烟台, ,,,

,
,英莱特数据科技，致力于消除工业设备的失效事故，通过智能挖掘工业设备大数据价值，精准预测设备早期异常，提供实时故障预警和智能诊断，深度洞察设备健康管理，优化设备性能，提升设备的可靠性及运行效率。,,
",3-5年,15000,10001,1,南京,数据算法工程,数据库开发工程师,全职
"五险一金,绩效奖金,股票期权,餐补,带薪年假,弹性工作,补充医疗保险,定期体检",德比软件（上海）有限公司,2018-04-25 11:17:05,不限,"岗位职责：,1、参与产品或项目的需求分析；,2、系统架构设计（亿级别的请求量、TB级别的数据量）；,3、深入理解业务，完成开发及测试工作，特别是核心代码的实现；,4、系统重构，性能调优；,5、海量数据挖掘分析；,任职要求：,1、3年以上服务器端开发经验、Java或Scala基础扎实，熟悉Go语言也可；,2、熟练运用Junit、EasyMock等测试工具进行单元测试开发；,3、熟悉JVM基础知识和并发编程技术，熟悉主流开源Java技术框架原理及常用的设计模式；,4、熟悉缓存技术和分布式系统理论，熟悉NoSql产品，如Redis、Memcached、MongoDB或Hbase等；,5、具备一定的系统调优、性能调优、JVM调优等知识，对疑难技术问题具备较强的排查能力；  , ,以下是加分项:,熟练掌握各种工程实践，如：XP、TDD、自动化测试、持续集成、自动化发布等，追求漂亮完美的代码和较高的代码单元测试覆盖率；,开发或参与过开源项目（Github上有项目更好）；,在大型分布式、高并发、高性能、高可用系统设计和开发方面有较多的实际经验；,具有设计开发跨平台API接口的经验和能力；,熟悉Shell、Perl、Python等脚本语言。,,

,
,德比软件是专业从事旅游网络营销系统的技术服务公司，超过200人的员工分布于上海、北京、达拉斯、纽约、伦敦、东京等地。是拥有全部产品自主知识产权并为全球酒店行业提供软件服务的公司，是目前全球提供酒店对接服务最好，并且对接上线成功案例最多的公司。 德比软件的任务是提供不同旅游企业系统之间的数据对接和整合，最终“让旅游产品的交易变得很容易”。德比软件认为每一家旅游相关企业都会拥有自己的系统，随着互联网的发展，所有的系统都会连接在一起，共同借助全球旅游业及互联网的发展，最终形成公平、公正、高效、企业自主的新一代的全球旅游分销网络（GDN）。 目前，德比软件拥有超过全球80，000家酒店数据。每月处理近2,000,000间夜的订单。预计到今年年底每月订单量将达到3,000,000间夜。合作的酒店及酒店供应商包括：国际和国内酒店集团、使用国际第三方CRS和PMS系统的酒店集团和近1000家中国单体酒店。与全球各大洲的主流分销及直销渠道合作。 洲际IHG、希尔顿Hilton、凯悦Hyatt、喜达屋Starwood、万豪Marriott、最佳西方BestWestern、卡尔森Carlson、精选Choice、温德姆Wyndham、雅高Accor、香格里拉、费尔蒙等国际酒店集团；锦江、开元、维也纳、锦江之星、格林豪泰等国内酒店集团；同时也包括使用Sabre Hospitality（SynXis）、Trust、Generes等国际第三方CRS的国际酒店集团，使用Micros、NEC、绿云、捷信达、威达、金天鹅、华仪等PMS系统的酒店及酒店集团；使用德比软件DHotelier6.0系统解决方案的近1000多家单体酒店。 德比软件的渠道合作伙伴包括全球各大洲的主流分销及直销渠道，包括：Booking.com、Expedia、Orbitz、Travelocity、GTA、Agoda、Wotif、TouricoHoliday、MakeMyTrip、H.I.S、Laterooms/Asiarooms等国外渠道，携程、艺龙、去哪儿、中航信等国内渠道，还有全球搜索引擎、社交平台和电商平台如Google、TripAdvisor、Kayak、到到、酷讯、阿里去啊、微信等。 ,
",不限,20000,15001,1,南京,JAVA 高级开发工程师,高级软件工程师,全职
"创业公司,周末双休,通讯补贴,无试用期",南京荟英电子科技有限公司,2018-04-06 20:38:50,本科,"工作内容：1.参与产品需求分析；2.参与产品研发工作；3.按照规范对于代码进行测试，保证交付代码质量，参与系统测试工作；4.维护已有系统的正常运作；5.负责相关技术文档编写工作。职位要求：1、本科及以上学历，985,211优先，计算机、软件、通信等相关理工科专业；2、熟悉Python,c++等编程语言；熟悉开源机器人系统ROS；对多传感器数据融合或机器视觉、SLAM有一定研究；3、有过嵌入式硬件、物联网开发经验者优先；4、有良好的学习能力、沟通能力、适应能力，有较强的责任心、上进心、自我驱动力和团队协作能力。工作时间：周一至周五,

,
,电子产品的技术开发服务、技术咨询、技术转让；电子产品、机械设备的销售；会务礼仪、企业管理咨询业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,
",不限,20000,10000,1,南京,软件开发工程师,软件研发工程师,全职
"14薪,五险一金,餐补,房补,通讯补贴,补充医疗保险,定期体检,员工旅游",北京地平线信息技术有限公司 ,2018-03-13 13:25:30,本科,",,

,

 
  
 

,公司概况,Horizon Robotics，由百度深度学习研究院( IDL )创始人余凯创办，致力于人工智能领域的创新。公司的愿景是定义万物智能，让生活更便捷、更有趣、更安全。公司在北京、南京、深圳设有研发中心和商务运营团队，具有软件和硬件兼备的研发和产品能力。Horizon Robotics 要做的产品，是基于人工智能算法的芯片、系统和软硬件平台，让世界上所有的设备（例如家居、汽车、玩具和服务机器人），具有从感知、交互、理解到决策的智能。,技术阐述,我们将云端的大规模深度神经网络算法实现在高性能低功耗的“大脑引擎”上，带来革命性的设备端上的智能。我们的能力横跨图像、语音、自然语言理解和运动控制，带来一套完整开放的软硬件解决方案，将应用的领域包含家居、汽车、安全等。,融资情况,地平线机器⼈技术已于2015年9月初完成重量级首轮融资，投资方包含晨兴资本、高瓴资本、红杉资本、金沙江创投、线性资本、创新工场及真格基金等多家中国顶尖投资机构。2016年又先后获得硅谷著名风险投资家Yuri Milner、双湖投资、青云创投和祥峰投资的重量级投资。我们深感幸运的同时，正张满船帆、全速前进！,
",3-5年,20000,10000,1,南京,云服务开发工程师,软件工程师,全职
"五险一金,绩效奖金,交通补助,餐补,房补",南京迪康金诺生物技术有限公司 ,,本科,"岗位职责：,    公司计算机、网络及相关设备日常管理与维护，公司内部管理系统维护，协助生物信息分析工程师解决软件技术问题，生物信息分析软件开发。,任职要求：,1、计算机（网络）、软件工程及相关专业，本科及以上学历，大专学历特别优秀或有实验工作经验者亦可考虑。,2、熟悉Linux操作系统，至少有2年以上工作经验；,3、熟悉Linux下不同数据库的安装维护、配置和性能调优；,4、熟练使用Java编程语言及常用开发框架，能根据需求分析独立进行桌面/WEB应用开发，同时掌握Perl/ Python中任一种编程语言；了解常见数据库系统的使用与应用开发。,5、 优秀的学习与钻研能力，良好的问题分析与解决能力；,6、 主动性和责任心强，耐心仔细，有强烈的事业心和团队合作精神，,,

,
南京迪康金诺生物技术有限公司（Nanjing Decode Genomics）成立于2012年，位于南京市江宁区诚信大道1788号中致科技平台三楼，是南京地区最早成立的，专注为客户提供高端生物信息技术，特别是高通量测序（NGS）数据综合分析服务的专业机构。经过3年多的发展，公司建立了先进的实验平台及强大的信息分析团队，合作伙伴遍布全国各大高校院所，并帮助客户在Nature、ACS Nano等国际顶尖学术期刊上发表学术成果。公司依托国际先进的基因测序平台，专业的基因、疾病数据库与通行的GRS建模方法，通过自主开发的生物信息分析系统，提供高灵敏、高精准的筛查产品，致力于基因检测等分子诊断技术在医学健康领域的应用于推广。
基于对公司技术平台建设成就及新一代高通量测序和生物信息分析技术的广阔应用前景的认可，2015年底，公司被国内生物制药龙头企业安科生物（股票代码：300009）全资收购，成为安科生物集团公司旗下专门从事NGS及生物信息分析的全资子公司。公司将在安科生物雄厚的资金和市场资源的强力配置下，完善公司的高通量测序及高水平分析平台的建设。2016年，我们将以崭新的面貌，继续以创新为发展源泉，以“专业、诚信、合作、互赢”为服务理念；以“追求卓越、坚持创新、促进生命科学发展”为企业宗旨，以打造专业的生物信息分析服务及基因检测产品为发展目标，为广大新老客户提供更优质、更高效、更专业的个性化信息分析服务和系统解决方案。
,
",1-3年,6000,4001,2,南京,系统管理员（Linux系统运维）/运维工程师/服务器,IT技术支持/维护经理,全职
,北京地平线信息技术有限公司 ,0002-01-01 00:00:00,不限,",,

,

 
  
 

,公司概况,Horizon Robotics，由百度深度学习研究院( IDL )创始人余凯创办，致力于人工智能领域的创新。公司的愿景是定义万物智能，让生活更便捷、更有趣、更安全。公司在北京、南京、深圳设有研发中心和商务运营团队，具有软件和硬件兼备的研发和产品能力。Horizon Robotics 要做的产品，是基于人工智能算法的芯片、系统和软硬件平台，让世界上所有的设备（例如家居、汽车、玩具和服务机器人），具有从感知、交互、理解到决策的智能。,技术阐述,我们将云端的大规模深度神经网络算法实现在高性能低功耗的“大脑引擎”上，带来革命性的设备端上的智能。我们的能力横跨图像、语音、自然语言理解和运动控制，带来一套完整开放的软硬件解决方案，将应用的领域包含家居、汽车、安全等。,融资情况,地平线机器⼈技术已于2015年9月初完成重量级首轮融资，投资方包含晨兴资本、高瓴资本、红杉资本、金沙江创投、线性资本、创新工场及真格基金等多家中国顶尖投资机构。2016年又先后获得硅谷著名风险投资家Yuri Milner、双湖投资、青云创投和祥峰投资的重量级投资。我们深感幸运的同时，正张满船帆、全速前进！,
",不限,20000,15001,999,南京,软件开发工程师,高级软件工程师,全职
,江苏电力信息技术有限公司,2018-04-08 14:30:02,本科,"1.全日制大学本科及以上学历，985、211毕业生优先，CET-6证书者优先 2.35周岁及以下，具备三年以上应用系统运维，有开发经验者优先  3.熟练掌握AIX、Linux、Windows等操作系统 4.熟练掌握Weblogic、Tomcat、Nginx、Apache中一种或多种常见服务器软件部署、日常运维 5.熟练掌握DB2、Oracle、MySQL至少一种常见数据库备份、恢复以及日常管理  6.掌握基本的shell、perl、python至少一种脚本语言能够编写日常运维脚本，熟悉python语言优先  7.拥有AIX、Linux、Weblogic、Oracle等专业认证者优先 ,8.熟悉java等开发语言，熟练使用spring等J2EE框架 9.身体健康、具有良好的敬业精神和责任心,,

,
    江苏电力信息技术有限公司是江苏省电力公司的直属公司，系专业从事江苏电力软件开发、技术服务和IT产品营销的高科技企业，立足于企业信息化需求，为用户提供优质服务和技术支持。公司经营以管理信息系统软件开发和服务为主，网络系统集成、数字图像处理等业务同步推进。公司成立于2000年，注册资本2300万元，拥有员工百人，通过CMMI4级评估，拥有计算机系统集成二级资质，是江苏省高新技术企业、江苏省软件企业、南京市骨干软件企业、南京大学“软件实践基地”，与IBM和CISCO等公司建立了高级增值合作关系，取得银行AAA级资信和江苏省AAA级“重合同守信用企业”称号。     多年来公司在电力信息服务领域持续投入力量，目前不仅承担了江苏电力大型网络的独立维护,而且不断拓展技术发展，已拥有生产系统应用软件、营销系统应用系统和综合管理应用系统三大类软件产品,大部分产品在全省推广应用，部分产品在国家电网公司、华东“四省一市”电力企业应用，为广大用户提供了重要的信息化管理工具。     公司以“用一流的人才，创一流的产品”为经营理念，建立了人才激励机制，积极培育优秀人才，逐步形成了一支专业的软件开发和维护人才队伍。公司将不断提高核心竞争力，努力实现科学、规范和可持续发展。
,
",3-5年,15000,10001,3,南京,信息系统运维工程师,IT技术支持/维护工程师,全职
"创业公司,五险一金",南京法奔信息科技有限公司,2018-04-05 22:21:36,本科,"岗位职责：,1、负责公司产品后台架构和程序研发，并负责技术点的调研、论证和实现；,2、进行相关产品的设计和相关文档编写；,3、完成所承担功能模块与其他模块的集成、部署、修改、重构与调优；,4、维护和升级现有软件产品，快速定位并修复现有软件缺陷。,任职要求：,1、 本科或以上计算机相关专业学历，三年以上web开发经验。,2、  精通java或c/c++/python/node之一，（精通是指基础知识扎实，常见问题不用百度就可以解决，熟练运用主流web框架，能处理常见的性能、优化等问题）。。,3、熟悉常用的存储技术，如MySQL、Redis、MongoDB等，能根据业务需求设计性能良好、扩展性高、稳定可靠的数据存储结构；,4、熟练使用Restful，熟悉第三方系统对接，比如IM、SMS、推送、百度地图等；,5、熟悉服务部署及优化，理解负载均衡和网络调优优先；,6、会使用elasticsearch 或solr搜索引擎优先。,7、做过项目管理类、互联网法律项目优先。,,公司的产品正处在风口，一旦成功，必将成为行业中的滴滴、美团。人一生中能遇到一次这样的机会不易，现在机会就在你的面前。公司有股权激励计划，就看你了。,,面试流程为：面试加机试,,联系人：孔先生。,电话：18678752707,邮箱：fmall@qq.com,,

,
,法奔信息科技有限公司是以大数据为基础，采取人工智能、大数据分析、语义分析等前沿技术，为律师提供智能高效的办公工具。本公司非外包公司，目前正在专注于自己拳头产品的开发。此产品具有非常好的应用前景，且市场还处于蓝海，产品一旦成功，将会有和滴滴、摩拜单车一样的成果。如果你有了一定的工作经验，想进一步提高和学习，请加入我们！如果你技术全面扎实，能够独挡一面，想要证明自己，请加入我们！如果你想将自己的能力转化为金钱，请加入我们！,
",3-5年,25000,18000,1,南京,高级web后端工程师,高级软件工程师,全职
